Campaign_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Conversion_Rate,CPA,ROAS,Revenue_per_Unit
CMP_79B4D2,37864.68,1888,947,23255.86,1.94,Basic,14,33,179,443.24,4,Durable,0.5015889830508474,39.98382259767688,0.6141834553995967,129.92100558659217
CMP_R7NKS6,18632.1,497,91,68453.18,4.25,Basic,1,31,102,227.11,3,Innovative,0.18309859154929578,204.74835164835164,3.673937988739863,671.1096078431372
CMP_K56KCP,38985.39,3848,411,99186.53,4.86,Standard,6,10,137,252.01,2,Affordable,0.10680873180873181,94.85496350364963,2.5441974544823074,723.9892700729927
CMP_AH9THQ,47081.65,1816,129,54481.48,1.14,Basic,21,53,176,392.36,4,Stylish,0.0710352422907489,364.97403100775193,1.157170150154041,309.55386363636364
CMP_OVHUTO,8809.37,4867,385,8356.41,2.8,Premium,10,63,72,445.15,3,Stylish,0.07910417094719539,22.881480519480522,0.9485820211888023,116.06125
CMP_BK60GL,37643.5,3700,521,93046.27,2.71,Premium,28,68,197,201.44,1,Affordable,0.14081081081081082,72.25239923224568,2.471775206875025,472.3160913705584
CMP_BU8KJK,6806.29,4039,352,45830.03,4.2,Basic,32,21,41,119.94,4,Durable,0.08715028472394157,19.336051136363636,6.7334818234309735,1117.8056097560975
CMP_U5QFJH,39917.29,1808,42,94641.55,3.68,Standard,28,54,51,443.08,2,Durable,0.023230088495575223,950.4116666666666,2.3709412637982186,1855.7166666666667
CMP_Y5QZFB,29926.86,1946,349,24857.92,4.03,Standard,2,18,155,343.23,3,Affordable,0.17934224049331962,85.75031518624643,0.8306223907219132,160.37367741935483
CMP_T5NVJR,18360.77,3224,138,10462.13,1.19,Standard,17,49,12,472.55,2,Innovative,0.042803970223325064,133.0490579710145,0.5698088914571665,871.8441666666666
CMP_HB48DO,35293.04,431,709,51133.0,2.11,Standard,6,65,110,75.39,3,Innovative,1.6450116009280742,49.77861777150917,1.448812570410483,464.8454545454546
CMP_JGU6CL,25309.05,2240,251,28767.29,1.96,Premium,12,48,75,73.51,2,Affordable,0.11205357142857143,100.83286852589642,1.1366404507478551,383.5638666666667
CMP_N2RDBI,16560.12,2203,62,88344.56,4.15,Basic,6,53,113,290.98,3,Stylish,0.02814344076259646,267.0987096774193,5.334777767310865,781.8102654867256
CMP_3DZDCY,38686.06,3098,115,59161.53,2.53,Standard,21,63,194,134.18,3,Innovative,0.03712072304712718,336.4005217391304,1.5292725596765346,304.9563402061856
CMP_ZINYYP,10936.71,2719,29,5333.62,2.91,Premium,19,36,21,495.73,4,Affordable,0.010665685913938948,377.12793103448274,0.4876804816073573,253.98190476190476
CMP_J3P16J,27815.5,2547,441,11138.3,3.15,Basic,33,33,124,51.09,2,Affordable,0.17314487632508835,63.073696145124714,0.40043500925742836,89.82499999999999
CMP_73ZEYI,26529.02,1081,839,49134.7,3.17,Standard,2,47,113,347.8,2,Affordable,0.7761332099907493,31.619809296781884,1.8521113859464087,434.82035398230084
CMP_6LIAXU,12292.15,1362,327,22019.92,0.88,Basic,23,45,49,401.31,2,Durable,0.24008810572687225,37.59067278287462,1.791380677912326,449.38612244897956
CMP_I7T3C0,30877.02,1077,310,24046.81,4.93,Basic,8,69,18,248.13,1,Innovative,0.2878365831012071,99.60329032258065,0.7787930959658672,1335.933888888889
CMP_PQE4BR,34299.57,3940,951,23264.81,2.18,Premium,2,38,102,452.81,2,Innovative,0.2413705583756345,36.066845425867506,0.6782828472776773,228.08637254901961
CMP_76CVFB,11504.53,3042,229,67001.35,3.77,Standard,30,67,144,149.36,2,Innovative,0.07527942143326759,50.23812227074236,5.823910233621017,465.2871527777778
CMP_DBZKAJ,8640.53,4972,138,58350.61,4.46,Standard,33,21,26,498.37,4,Innovative,0.02775543041029767,62.612536231884064,6.753128569659499,2244.2542307692306
CMP_0JPJSU,42067.16,3485,305,79350.86,0.62,Basic,25,28,35,143.15,1,Affordable,0.08751793400286945,137.92511475409836,1.8862899230658783,2267.1674285714284
CMP_R15N65,17588.71,509,574,69641.84,0.72,Standard,33,67,147,327.11,3,Innovative,1.1277013752455796,30.642351916376306,3.9594626325637297,473.75401360544214
CMP_92XH6T,29985.11,1630,645,88889.73,1.54,Premium,12,57,150,472.39,2,Innovative,0.39570552147239263,46.488542635658916,2.964462361485417,592.5982
CMP_A9A3FP,16440.08,4263,47,26375.47,3.68,Basic,13,17,158,270.93,2,Durable,0.011025099695050434,349.7889361702128,1.6043395165960261,166.93335443037975
CMP_X1OPBR,42205.14,409,315,8688.28,4.23,Standard,15,51,31,261.89,1,Stylish,0.7701711491442543,133.98457142857143,0.2058583385815093,280.2670967741936
CMP_TZFZJ1,16819.62,1838,222,72477.25,4.65,Basic,35,15,21,439.93,2,Stylish,0.12078346028291621,75.76405405405404,4.309089622714425,3451.2976190476193
CMP_0RQFJN,9759.98,4385,782,66455.8,4.58,Premium,1,44,86,441.02,1,Innovative,0.17833523375142532,12.48079283887468,6.809009854528391,772.7418604651164
CMP_BIEYIV,47316.05,4457,596,92430.72,0.65,Basic,9,29,126,401.49,2,Durable,0.1337222346870092,79.3893456375839,1.9534749836471978,733.5771428571429
CMP_9JZ43H,48434.35,2835,362,84952.12,2.65,Premium,10,45,184,342.05,3,Innovative,0.127689594356261,133.79654696132596,1.7539642836127665,461.69630434782607
CMP_9AZ9KA,25224.27,534,982,27754.01,3.0,Basic,27,18,124,109.24,2,Innovative,1.8389513108614233,25.686629327902242,1.1002899191929043,223.82266129032257
CMP_VRGJWP,39531.48,4980,851,28155.05,4.44,Basic,23,47,76,495.14,4,Innovative,0.1708835341365462,46.45297297297298,0.7122184648791292,370.4611842105263
CMP_J4WWNI,1191.51,2103,815,14952.16,1.22,Premium,21,51,121,244.67,2,Durable,0.38754160722776987,1.4619754601226993,12.548916920546198,123.57157024793388
CMP_ERHBWI,47675.89,773,545,88710.22,2.56,Premium,11,34,39,138.15,4,Stylish,0.705045278137128,87.47869724770642,1.8606935287416764,2274.621025641026
CMP_BXIM20,18025.94,3372,778,93803.92,2.95,Standard,34,11,182,379.7,4,Innovative,0.23072360616844603,23.169588688946014,5.203829592243179,515.4061538461539
CMP_O0HUM1,47520.11,4909,13,9800.38,4.28,Basic,33,64,80,179.22,4,Durable,0.0026481971888368304,3655.393076923077,0.2062364754627041,122.50474999999999
CMP_XFPT45,5436.91,2635,86,87725.67,2.02,Premium,24,68,111,242.47,3,Affordable,0.03263757115749526,63.219883720930234,16.13520731444883,790.3213513513514
CMP_VEZFH2,11004.34,1092,800,50999.43,3.16,Basic,33,47,199,175.07,4,Durable,0.7326007326007326,13.755425,4.634483303860113,256.27854271356784
CMP_33O4NF,15084.62,3374,228,41807.56,0.83,Basic,34,56,34,404.34,1,Stylish,0.06757557794902193,66.16061403508772,2.771535511003923,1229.6341176470587
CMP_7HMRQW,24173.01,1270,649,25180.95,0.84,Standard,23,13,186,432.7,1,Stylish,0.511023622047244,37.24654853620955,1.0416969173470745,135.38145161290322
CMP_34HQ5U,899.85,4636,235,63876.35,4.98,Premium,17,56,46,306.3,1,Stylish,0.05069025021570319,3.829148936170213,70.98555314774684,1388.6163043478261
CMP_K05ZGA,13560.24,2662,659,7208.47,0.88,Basic,26,14,133,226.73,1,Innovative,0.24755822689706988,20.576995447647953,0.5315886739467738,54.19902255639098
CMP_1SK145,34502.68,2734,78,16089.53,2.63,Standard,30,39,75,172.92,3,Stylish,0.02852962692026335,442.3420512820513,0.46632696358659675,214.52706666666668
CMP_UAICF2,39904.7,3491,884,16433.15,1.67,Basic,12,43,50,401.48,4,Durable,0.2532225723288456,45.14106334841629,0.41180988705591076,328.663
CMP_VOKFBG,41432.19,4557,557,64342.81,2.09,Basic,3,11,81,164.75,2,Innovative,0.12222953697608076,74.38454219030521,1.552966666739074,794.3556790123456
CMP_DWZU4I,3103.38,4054,263,98709.9,1.72,Premium,10,67,104,187.71,3,Affordable,0.06487419832264431,11.799923954372623,31.807223092241358,949.1336538461538
CMP_QH0SMN,25064.44,4958,339,25221.16,0.63,Standard,20,20,89,357.68,1,Innovative,0.06837434449374748,73.936401179941,1.0062526830840826,283.3838202247191
CMP_HG0FWB,42025.3,4936,615,37248.89,4.18,Premium,29,41,150,330.48,2,Durable,0.12459481361426256,68.33382113821139,0.886344416339681,248.32593333333332
CMP_XRCF12,33081.13,2100,498,23273.84,4.28,Basic,10,23,31,130.45,4,Durable,0.23714285714285716,66.4279718875502,0.7035382406828304,750.7690322580645
CMP_V2AKAL,4616.73,943,918,78426.52,0.83,Basic,28,31,174,498.89,1,Affordable,0.9734888653234358,5.029117647058823,16.987460821837104,450.72712643678165
CMP_8W7HAW,47731.63,4567,159,8505.21,2.5,Standard,15,16,152,345.31,4,Durable,0.03481497700897745,300.19893081761006,0.17818813227203847,55.955328947368415
CMP_O00VBQ,25644.96,4106,141,91170.22,4.73,Standard,24,25,119,385.6,1,Affordable,0.034339990258158794,181.8791489361702,3.555093086516805,766.1363025210084
CMP_BSPEFE,34512.33,3615,115,10146.22,2.59,Premium,3,65,12,149.92,2,Durable,0.0318118948824343,300.10721739130435,0.2939882644840264,845.5183333333333
CMP_Y8P901,26203.46,180,117,15998.54,4.99,Standard,29,55,7,491.8,2,Stylish,0.65,223.96119658119656,0.6105506677362456,2285.5057142857145
CMP_XAH490,17450.37,3129,292,88925.82,3.11,Premium,28,29,112,307.58,3,Stylish,0.09332054969638862,59.76154109589041,5.0959274789015945,793.9805357142858
CMP_77KVY3,41719.78,4003,261,35090.34,1.36,Premium,33,13,145,321.45,3,Stylish,0.06520109917561828,159.84590038314175,0.84109599810929,242.00234482758617
CMP_8BNPEG,13125.65,1633,14,84334.85,3.79,Basic,13,32,91,137.93,4,Innovative,0.008573178199632579,937.5464285714286,6.425194180859616,926.7565934065934
CMP_R907KH,32654.36,4911,250,90929.37,2.26,Standard,13,36,13,453.38,2,Innovative,0.05090612909794339,130.61744000000002,2.78460119873732,6994.566923076923
CMP_6ZOWIR,33458.8,1692,994,57680.38,4.09,Basic,7,20,144,189.66,1,Stylish,0.5874704491725768,33.66076458752515,1.7239225555010937,400.55819444444444
CMP_YIVJTM,14625.78,668,862,29351.53,1.1,Standard,22,11,59,251.81,2,Innovative,1.2904191616766467,16.96726218097448,2.006835191012035,497.4835593220339
CMP_D305W1,14409.41,2360,687,95547.2,4.53,Standard,27,32,139,58.73,4,Affordable,0.2911016949152542,20.97439592430859,6.630889120373422,687.3899280575539
CMP_1FWRGB,35040.17,570,182,31151.61,4.93,Standard,4,34,122,159.12,4,Stylish,0.3192982456140351,192.52840659340657,0.8890256525581925,255.3410655737705
CMP_OP2MI7,44031.41,803,995,87098.84,3.34,Basic,3,11,92,226.8,3,Durable,1.2391033623910337,44.25267336683417,1.9781069922584806,946.7265217391304
CMP_0KPFQL,35825.13,2907,858,51372.49,3.66,Standard,28,18,14,124.58,3,Stylish,0.2951496388028896,41.754230769230766,1.4339791649046354,3669.4635714285714
CMP_IWGZ64,5743.66,1245,375,60351.88,3.81,Standard,29,10,61,490.35,2,Durable,0.30120481927710846,15.316426666666667,10.50756486282266,989.3750819672131
CMP_DPSZGR,36750.76,4034,810,98711.24,4.34,Basic,14,46,57,219.83,2,Durable,0.20079325731284084,45.37130864197531,2.6859645895758346,1731.7761403508773
CMP_WPM2RM,47951.99,833,159,5676.62,3.93,Premium,11,29,21,140.51,1,Stylish,0.1908763505402161,301.5848427672956,0.11838132265209432,270.3152380952381
CMP_NUGZ20,19707.33,3469,433,59347.53,4.53,Basic,22,49,48,294.06,3,Innovative,0.12481983280484289,45.51346420323326,3.0114444726911254,1236.406875
CMP_VXPJ0B,24666.26,4097,372,66489.51,3.37,Basic,9,68,137,215.33,3,Innovative,0.09079814498413473,66.3071505376344,2.6955651160735354,485.3248905109489
CMP_80P7FB,30766.7,2449,228,95210.21,0.64,Basic,3,45,112,215.85,1,Affordable,0.09309922417313189,134.94166666666666,3.0945863547276766,850.0911607142858
CMP_UG69JC,32103.4,2952,195,5528.63,4.3,Standard,30,40,158,462.72,3,Durable,0.06605691056910569,164.63282051282053,0.17221322352149615,34.99132911392405
CMP_6WE8W6,44792.05,683,26,83164.88,0.53,Premium,2,53,98,387.5,4,Innovative,0.03806734992679356,1722.771153846154,1.8566884078759511,848.621224489796
CMP_52F4WR,4073.65,1671,628,88605.11,2.71,Basic,5,49,126,254.97,3,Affordable,0.3758228605625374,6.486703821656051,21.75079105961484,703.2151587301587
CMP_HEZCE3,49366.97,3051,738,95295.4,3.16,Standard,26,51,121,131.6,4,Innovative,0.24188790560471976,66.8929132791328,1.9303473557319801,787.5652892561983
CMP_GNSET5,45303.17,2850,444,81839.45,4.26,Basic,14,24,46,378.24,1,Innovative,0.15578947368421053,102.03416666666666,1.806483961276882,1779.1184782608696
CMP_RVXBXG,23795.37,3838,654,60718.24,2.74,Premium,11,25,143,60.59,3,Innovative,0.17040125065138093,36.384357798165134,2.551682953448507,424.6030769230769
CMP_302P22,12100.49,2410,207,18666.12,3.24,Premium,7,40,135,188.12,4,Innovative,0.08589211618257261,58.45647342995169,1.5425920768497805,138.26755555555556
CMP_3LKTC1,47560.47,3165,472,18015.62,3.97,Premium,12,61,166,77.08,4,Innovative,0.14913112164297,100.76370762711865,0.3787939858458085,108.5278313253012
CMP_CFHTS6,30242.98,1891,4,60011.28,3.29,Standard,35,47,79,93.67,1,Innovative,0.0021152829190904283,7560.745,1.9843044567698025,759.6364556962025
CMP_YD6OWW,30358.46,3935,315,64180.87,1.05,Basic,8,26,112,211.76,1,Stylish,0.08005082592121983,96.3760634920635,2.114101637566596,573.0434821428572
CMP_IGB734,47677.75,1817,87,90909.69,0.56,Basic,30,38,177,443.92,3,Stylish,0.04788112272977435,548.0201149425287,1.9067529403128294,513.6140677966101
CMP_6AZSVC,3485.88,4523,828,74681.29,3.37,Standard,13,27,181,125.93,2,Innovative,0.18306433782887463,4.21,21.423941730639033,412.6038121546961
CMP_6881CY,5163.39,1262,567,26537.68,4.25,Basic,19,61,99,161.45,3,Innovative,0.44928684627575277,9.106507936507937,5.139584652718466,268.0573737373737
CMP_5G320B,32952.48,4380,442,64670.43,0.66,Standard,14,24,131,188.41,2,Durable,0.10091324200913242,74.5531221719457,1.962536051914757,493.66740458015266
CMP_IHSBC8,13378.21,3263,583,77000.33,3.28,Standard,24,19,99,338.3,4,Durable,0.1786699356420472,22.947186963979416,5.755652662052697,777.7811111111112
CMP_UX56B1,8170.35,1590,625,11742.17,2.49,Premium,19,34,84,437.61,3,Affordable,0.39308176100628933,13.072560000000001,1.4371685423513068,139.7877380952381
CMP_IRGXX2,2198.3,3128,54,12455.44,1.43,Basic,23,15,74,474.23,4,Stylish,0.017263427109974423,40.70925925925926,5.665941864167766,168.31675675675677
CMP_CRZ3YK,15942.44,2249,828,95996.74,4.01,Premium,26,31,140,106.8,4,Affordable,0.3681636282792352,19.254154589371982,6.021458446762227,685.691
CMP_GV7QWS,16582.3,2725,182,14191.29,4.48,Standard,24,46,55,99.26,4,Durable,0.06678899082568808,91.11153846153846,0.8558095077281198,258.02345454545457
CMP_U914BV,32544.97,332,309,6700.87,4.78,Standard,6,11,39,230.51,1,Stylish,0.9307228915662651,105.32352750809062,0.20589571906196255,171.8171794871795
CMP_KNRVQ3,27502.66,59,937,14250.98,2.5,Premium,28,22,199,79.25,1,Affordable,15.88135593220339,29.351824973319104,0.5181673336324559,71.6129648241206
CMP_DSLVEF,45484.9,1407,355,9660.09,4.93,Premium,26,40,60,461.46,2,Stylish,0.2523098791755508,128.12647887323945,0.2123801525341377,161.0015
CMP_Y6NX3B,18705.17,4763,845,79718.02,2.99,Standard,30,45,52,322.53,1,Stylish,0.17740919588494647,22.136295857988163,4.261817454746469,1533.0388461538462
CMP_PWMFBR,42309.18,4834,479,69833.46,2.24,Standard,16,56,157,250.55,3,Durable,0.0990897807199007,88.32814196242171,1.6505510151697576,444.7991082802548
CMP_VUDZXQ,7626.44,2904,348,47479.32,3.43,Premium,7,41,15,273.77,4,Affordable,0.11983471074380166,21.915057471264365,6.225620341863308,3165.288
CMP_N0MZ5R,21705.56,1854,272,67620.62,1.98,Standard,8,19,68,375.82,3,Affordable,0.14670981661272922,79.79985294117648,3.115359382572944,994.4208823529411
CMP_QKV36K,24013.73,509,141,24573.1,2.58,Premium,17,18,24,463.89,4,Innovative,0.2770137524557957,170.31014184397162,1.0232937573629752,1023.8791666666666
CMP_Y3CFO9,35926.59,2394,114,7451.9,3.33,Basic,28,63,138,126.44,4,Durable,0.047619047619047616,315.1455263157894,0.20742018655263414,53.99927536231884
CMP_C0Q5L4,34986.45,25,528,98731.51,2.29,Standard,35,32,128,86.74,1,Affordable,21.12,66.2622159090909,2.8219928000697414,771.339921875
CMP_KV1RPH,26160.48,4958,842,19764.4,2.0,Basic,29,15,196,230.97,2,Durable,0.16982654296087132,31.069453681710215,0.7555060151801497,100.83877551020409
CMP_UJ9JL3,48037.54,3110,35,14176.92,3.76,Basic,16,46,114,95.62,4,Durable,0.011254019292604502,1372.501142857143,0.29512169024475443,124.35894736842106
CMP_KLELGH,5171.29,3852,363,58656.53,1.47,Premium,16,24,163,387.53,1,Stylish,0.09423676012461059,14.245977961432507,11.342726863123128,359.8560122699386
CMP_LF0XJZ,10624.88,1633,835,48414.45,2.38,Premium,29,43,5,469.43,2,Innovative,0.511328842620943,12.724407185628742,4.55670558161598,9682.89
CMP_5FY2TU,7928.76,4364,440,99239.98,4.65,Basic,10,58,112,188.65,4,Innovative,0.1008249312557287,18.019909090909092,12.516456545538015,886.07125
CMP_CC8ZK7,12604.11,4892,25,68403.51,3.46,Basic,26,35,182,323.83,3,Affordable,0.005110384300899428,504.1644,5.4270797382758476,375.8434615384615
CMP_N61R6X,14218.46,3891,678,75402.56,3.03,Standard,30,43,33,273.54,1,Durable,0.17424826522744796,20.971179941002948,5.30314534766775,2284.9260606060607
CMP_TBB3YA,44595.46,4195,457,92494.33,2.16,Basic,3,66,149,336.32,4,Affordable,0.10893921334922527,97.58306345733041,2.0740750291621612,620.7673154362416
CMP_EH378A,39923.5,164,451,17929.16,4.78,Basic,33,23,168,207.54,2,Innovative,2.75,88.52217294900221,0.44908788057159316,106.72119047619047
CMP_ZGOZYG,15308.75,1734,846,75254.67,2.1,Basic,21,11,7,397.98,1,Stylish,0.48788927335640137,18.09544917257683,4.915794561933534,10750.667142857143
CMP_233MHS,1163.97,2117,820,73153.86,0.62,Premium,35,19,158,96.79,1,Affordable,0.38734057628719887,1.4194756097560977,62.84857857161267,462.9991139240506
CMP_3NG6GP,24222.92,1188,867,98204.56,0.56,Basic,8,44,194,119.25,3,Stylish,0.7297979797979798,27.938777393310264,4.0541999065348024,506.20907216494845
CMP_STY9D8,39727.48,4380,668,19280.32,3.26,Premium,17,30,73,175.58,2,Durable,0.15251141552511416,59.4722754491018,0.4853144473296569,264.11397260273975
CMP_5SKGDD,44957.5,2401,886,69665.64,3.45,Premium,24,45,159,291.38,4,Stylish,0.3690129112869638,50.7420993227991,1.549588833898682,438.148679245283
CMP_UJPU64,8214.53,4447,200,38546.75,0.76,Premium,26,17,103,160.17,3,Affordable,0.04497413986957499,41.07265,4.6925082749713,374.24029126213594
CMP_WSTBFD,10568.3,4294,877,16066.15,2.54,Premium,13,58,120,334.35,4,Durable,0.20423847228691197,12.050513112884834,1.5202208491431926,133.88458333333332
CMP_7FS5E8,39925.73,1308,667,39628.31,4.15,Standard,31,50,73,369.21,3,Affordable,0.5099388379204893,59.85866566716642,0.9925506684536511,542.8535616438356
CMP_3VFROW,16623.51,3574,130,97788.85,3.2,Standard,7,44,162,280.8,3,Innovative,0.03637381085618355,127.87315384615384,5.882563309433448,603.6348765432099
CMP_HKOWJY,2710.62,2482,682,86758.22,3.26,Standard,22,18,110,237.13,4,Innovative,0.2747784045124899,3.9745161290322577,32.00678073651047,788.7110909090909
CMP_FXVU5V,42287.77,143,104,7502.85,2.55,Premium,2,25,68,423.89,3,Stylish,0.7272727272727273,406.61317307692303,0.1774236380873241,110.33602941176471
CMP_GI2Y2R,43590.12,3557,161,31944.63,4.5,Standard,17,18,120,286.16,3,Stylish,0.0452628619623278,270.74608695652176,0.7328410658195021,266.20525000000004
CMP_CR4SGX,8975.24,302,361,76202.39,3.72,Basic,3,44,82,162.69,4,Innovative,1.195364238410596,24.862160664819942,8.490289953249162,929.2974390243902
CMP_4KOOP3,7059.12,3657,889,33378.9,4.06,Standard,19,33,195,476.55,4,Affordable,0.2430954334153678,7.940517435320585,4.728478903886037,171.17384615384617
CMP_HNMGQW,28983.34,3136,1,21338.77,3.64,Standard,11,28,104,387.06,1,Stylish,0.00031887755102040814,28983.34,0.7362426138602384,205.18048076923077
CMP_IH4XMI,8811.78,4331,670,3641.06,4.0,Standard,4,32,188,231.76,3,Stylish,0.154698683906719,13.151910447761194,0.41320368869853763,19.367340425531914
CMP_WF3Z8C,45046.99,3906,19,23419.38,1.68,Standard,8,40,121,477.29,1,Durable,0.00486431131592422,2370.894210526316,0.5198877882850774,193.54859504132233
CMP_M26FOW,39132.89,2088,750,49738.68,3.97,Basic,26,10,75,455.81,2,Stylish,0.35919540229885055,52.177186666666664,1.2710198505655985,663.1824
CMP_HQS0VY,22847.93,3038,346,34735.24,4.22,Basic,3,15,151,207.44,3,Affordable,0.11389071757735353,66.03447976878613,1.5202795176630879,230.03470198675495
CMP_6TGSIW,32937.85,4823,622,44931.85,0.87,Standard,23,45,22,83.48,2,Durable,0.1289653742483931,52.95474276527331,1.3641403431007184,2042.3568181818182
CMP_8L1RUM,45415.58,1489,716,81493.11,2.47,Standard,21,41,174,418.93,1,Innovative,0.48085963734049697,63.42958100558659,1.7943866400032764,468.35120689655173
CMP_44OV70,23682.97,1050,737,67713.87,2.14,Basic,16,21,175,85.69,3,Affordable,0.7019047619047619,32.13428765264587,2.8591798241521227,386.9364
CMP_BAHNZL,24943.59,452,513,91884.03,3.19,Basic,29,25,10,93.82,2,Affordable,1.1349557522123894,48.62298245614035,3.683673039847111,9188.403
CMP_C2VTP7,37262.09,2369,401,4078.83,4.78,Premium,27,39,128,419.12,2,Affordable,0.16926973406500634,92.92291770573566,0.10946326413789458,31.865859375
CMP_ZQ7HF9,46357.79,295,395,82619.43,4.51,Standard,16,17,22,479.93,2,Innovative,1.3389830508474576,117.36149367088608,1.7822124393764238,3755.428636363636
CMP_JIHYS4,23461.63,1722,64,75380.98,4.04,Premium,6,67,177,139.77,1,Stylish,0.03716608594657375,366.58796875,3.2129472675172184,425.8812429378531
CMP_Z1651O,10110.02,613,924,15327.08,4.73,Standard,6,12,62,487.21,1,Affordable,1.5073409461663947,10.941580086580087,1.516028652762309,247.2109677419355
CMP_GGRLT8,46878.52,3604,72,51809.46,0.77,Standard,23,15,137,459.78,4,Affordable,0.01997780244173141,651.0905555555555,1.1051854879377592,378.1712408759124
CMP_Y8U4KB,13648.25,4057,910,72100.91,4.58,Basic,19,26,120,247.96,3,Stylish,0.22430367266453044,14.998076923076923,5.282795230157713,600.8409166666667
CMP_IL4HE4,34592.93,2359,977,62603.21,1.21,Premium,12,37,95,249.21,3,Durable,0.4141585417549809,35.40729785056295,1.8097111172716505,658.9811578947368
CMP_HMCW83,42313.47,4128,282,7572.5,2.45,Premium,7,25,3,405.31,1,Stylish,0.06831395348837209,150.0477659574468,0.17896192394525903,2524.1666666666665
CMP_409YCR,2571.24,4829,432,23721.07,3.33,Standard,16,21,150,350.61,2,Innovative,0.08945951542762477,5.951944444444444,9.225537094942519,158.14046666666667
CMP_34AOQK,12087.24,2814,517,44677.34,0.58,Premium,32,56,16,61.36,4,Stylish,0.18372423596304194,23.379574468085107,3.6962400018531936,2792.33375
CMP_0PZXLP,21254.42,403,337,90527.35,0.7,Basic,32,63,131,404.58,2,Affordable,0.8362282878411911,63.06949554896142,4.259224669504038,691.0484732824428
